country,year,sex,age,suicides_no,population,suicides/100k pop,HDI for year,overall score,government integrity,labor freedom,financial freedom, gdp_for_year ($) ,gdp_per_capita ($),generation
Croatia,2008,male,35-54 years,202,632952,31.91,0.803,54.1,34,78.8,60,"70,481,451,449",16680,Boomers
Croatia,2008,male,5-14 years,3,242691,1.24,0.803,54.1,34,78.8,60,"70,481,451,449",16680,Generation Z
Croatia,2008,male,55-74 years,200,450580,44.39,0.803,54.1,34,78.8,60,"70,481,451,449",16680,Silent
Croatia,2008,male,75+ years,115,105525,108.98,0.803,54.1,34,78.8,60,"70,481,451,449",16680,Silent
Cyprus,2008,female,15-24 years,0,61894,0,0.852,71.3,56,85,70,"27,839,460,964",37267,Millenials
Cyprus,2008,female,25-34 years,3,62348,4.81,0.852,71.3,56,85,70,"27,839,460,964",37267,Generation X
Cyprus,2008,female,35-54 years,5,112837,4.43,0.852,71.3,56,85,70,"27,839,460,964",37267,Boomers
Cyprus,2008,female,5-14 years,0,46407,0,0.852,71.3,56,85,70,"27,839,460,964",37267,Generation Z
Cyprus,2008,female,55-74 years,2,73788,2.71,0.852,71.3,56,85,70,"27,839,460,964",37267,Silent
Cyprus,2008,female,75+ years,0,25015,0,0.852,71.3,56,85,70,"27,839,460,964",37267,Silent
Cyprus,2008,male,15-24 years,3,64765,4.63,0.852,71.3,56,85,70,"27,839,460,964",37267,Millenials
Cyprus,2008,male,25-34 years,7,58499,11.97,0.852,71.3,56,85,70,"27,839,460,964",37267,Generation X
Cyprus,2008,male,35-54 years,16,104052,15.38,0.852,71.3,56,85,70,"27,839,460,964",37267,Boomers
Cyprus,2008,male,5-14 years,0,49044,0,0.852,71.3,56,85,70,"27,839,460,964",37267,Generation Z
Cyprus,2008,male,55-74 years,3,69949,4.29,0.852,71.3,56,85,70,"27,839,460,964",37267,Silent
Cyprus,2008,male,75+ years,2,18436,10.85,0.852,71.3,56,85,70,"27,839,460,964",37267,Silent
Czech Republic,2008,female,15-24 years,14,653487,2.14,0.854,68.1,48,80.3,80,"235,718,586,901",23811,Millenials
Czech Republic,2008,female,25-34 years,32,842858,3.8,0.854,68.1,48,80.3,80,"235,718,586,901",23811,Generation X
Czech Republic,2008,female,35-54 years,88,1412333,6.23,0.854,68.1,48,80.3,80,"235,718,586,901",23811,Boomers
Czech Republic,2008,female,5-14 years,1,461711,0.22,0.854,68.1,48,80.3,80,"235,718,586,901",23811,Generation Z
Czech Republic,2008,female,55-74 years,84,1241767,6.76,0.854,68.1,48,80.3,80,"235,718,586,901",23811,Silent
Czech Republic,2008,female,75+ years,37,446156,8.29,0.854,68.1,48,80.3,80,"235,718,586,901",23811,Silent
Czech Republic,2008,male,15-24 years,96,692756,13.86,0.854,68.1,48,80.3,80,"235,718,586,901",23811,Millenials
Czech Republic,2008,male,25-34 years,162,892070,18.16,0.854,68.1,48,80.3,80,"235,718,586,901",23811,Generation X
Czech Republic,2008,male,35-54 years,434,1457201,29.78,0.854,68.1,48,80.3,80,"235,718,586,901",23811,Boomers
Czech Republic,2008,male,5-14 years,3,487813,0.61,0.854,68.1,48,80.3,80,"235,718,586,901",23811,Generation Z
Czech Republic,2008,male,55-74 years,291,1075692,27.05,0.854,68.1,48,80.3,80,"235,718,586,901",23811,Silent
Czech Republic,2008,male,75+ years,137,235750,58.11,0.854,68.1,48,80.3,80,"235,718,586,901",23811,Silent
Denmark,2008,female,15-24 years,8,315514,2.54,0.909,75.3,92,86,80,"353,361,056,080",68447,Millenials
Denmark,2008,female,25-34 years,9,338992,2.65,0.909,75.3,92,86,80,"353,361,056,080",68447,Generation X
Denmark,2008,female,35-54 years,76,770688,9.86,0.909,75.3,92,86,80,"353,361,056,080",68447,Boomers
Denmark,2008,female,5-14 years,2,332388,0.6,0.909,75.3,92,86,80,"353,361,056,080",68447,Generation Z
Denmark,2008,female,55-74 years,63,616691,10.22,0.909,75.3,92,86,80,"353,361,056,080",68447,Silent
Denmark,2008,female,75+ years,27,235396,11.47,0.909,75.3,92,86,80,"353,361,056,080",68447,Silent
Denmark,2008,male,15-24 years,30,330409,9.08,0.909,75.3,92,86,80,"353,361,056,080",68447,Millenials
Denmark,2008,male,25-34 years,48,341329,14.06,0.909,75.3,92,86,80,"353,361,056,080",68447,Generation X
Denmark,2008,male,35-54 years,150,788890,19.01,0.909,75.3,92,86,80,"353,361,056,080",68447,Boomers
Denmark,2008,male,5-14 years,1,349108,0.29,0.909,75.3,92,86,80,"353,361,056,080",68447,Generation Z
Denmark,2008,male,55-74 years,127,595286,21.33,0.909,75.3,92,86,80,"353,361,056,080",68447,Silent
Denmark,2008,male,75+ years,62,147834,41.94,0.909,75.3,92,86,80,"353,361,056,080",68447,Silent
Estonia,2008,female,15-24 years,5,92410,5.41,0.841,77.2,69,57.2,80,"24,194,039,256",19141,Millenials
Estonia,2008,female,25-34 years,4,91600,4.37,0.841,77.2,69,57.2,80,"24,194,039,256",19141,Generation X
Estonia,2008,female,35-54 years,16,191130,8.37,0.841,77.2,69,57.2,80,"24,194,039,256",19141,Boomers
Estonia,2008,female,5-14 years,1,61285,1.63,0.841,77.2,69,57.2,80,"24,194,039,256",19141,Generation Z
Estonia,2008,female,55-74 years,15,170375,8.8,0.841,77.2,69,57.2,80,"24,194,039,256",19141,Silent
Estonia,2008,female,75+ years,12,73185,16.4,0.841,77.2,69,57.2,80,"24,194,039,256",19141,Silent
Estonia,2008,male,15-24 years,29,98030,29.58,0.841,77.2,69,57.2,80,"24,194,039,256",19141,Millenials
Estonia,2008,male,25-34 years,23,95990,23.96,0.841,77.2,69,57.2,80,"24,194,039,256",19141,Generation X
Estonia,2008,male,35-54 years,71,179930,39.46,0.841,77.2,69,57.2,80,"24,194,039,256",19141,Boomers
Estonia,2008,male,5-14 years,1,64680,1.55,0.841,77.2,69,57.2,80,"24,194,039,256",19141,Generation Z
Estonia,2008,male,55-74 years,47,117750,39.92,0.841,77.2,69,57.2,80,"24,194,039,256",19141,Silent
Estonia,2008,male,75+ years,18,27640,65.12,0.841,77.2,69,57.2,80,"24,194,039,256",19141,Silent
Finland,2008,female,15-24 years,26,322278,8.07,0.904,72.6,89,53.7,80,"283,742,493,042",56521,Millenials
Finland,2008,female,25-34 years,32,324511,9.86,0.904,72.6,89,53.7,80,"283,742,493,042",56521,Generation X
Finland,2008,female,35-54 years,91,716879,12.69,0.904,72.6,89,53.7,80,"283,742,493,042",56521,Boomers
Finland,2008,female,5-14 years,2,293500,0.68,0.904,72.6,89,53.7,80,"283,742,493,042",56521,Generation Z
Finland,2008,female,55-74 years,68,637681,10.66,0.904,72.6,89,53.7,80,"283,742,493,042",56521,Silent
Finland,2008,female,75+ years,13,270887,4.8,0.904,72.6,89,53.7,80,"283,742,493,042",56521,Silent
Finland,2008,male,15-24 years,81,336624,24.06,0.904,72.6,89,53.7,80,"283,742,493,042",56521,Millenials
Finland,2008,male,25-34 years,116,342053,33.91,0.904,72.6,89,53.7,80,"283,742,493,042",56521,Generation X
Finland,2008,male,35-54 years,331,732583,45.18,0.904,72.6,89,53.7,80,"283,742,493,042",56521,Boomers
Finland,2008,male,5-14 years,2,306062,0.65,0.904,72.6,89,53.7,80,"283,742,493,042",56521,Generation Z
Finland,2008,male,55-74 years,225,592016,38.01,0.904,72.6,89,53.7,80,"283,742,493,042",56521,Silent
Finland,2008,male,75+ years,46,145022,31.72,0.904,72.6,89,53.7,80,"283,742,493,042",56521,Silent
Germany,2008,female,15-24 years,130,4619410,2.81,0.917,74.4,79,50.6,70,"3,752,365,607,148",47702,Millenials
Germany,2008,female,25-34 years,157,4780395,3.28,0.917,74.4,79,50.6,70,"3,752,365,607,148",47702,Generation X
Germany,2008,female,35-54 years,761,12574802,6.05,0.917,74.4,79,50.6,70,"3,752,365,607,148",47702,Boomers
Germany,2008,female,5-14 years,6,3776108,0.16,0.917,74.4,79,50.6,70,"3,752,365,607,148",47702,Generation Z
Germany,2008,female,55-74 years,768,9926040,7.74,0.917,74.4,79,50.6,70,"3,752,365,607,148",47702,Silent
Germany,2008,female,75+ years,592,4521561,13.09,0.917,74.4,79,50.6,70,"3,752,365,607,148",47702,Silent
Germany,2008,male,15-24 years,456,4821264,9.46,0.917,74.4,79,50.6,70,"3,752,365,607,148",47702,Millenials
Germany,2008,male,25-34 years,632,4906502,12.88,0.917,74.4,79,50.6,70,"3,752,365,607,148",47702,Generation X
Germany,2008,male,35-54 years,2598,13021164,19.95,0.917,74.4,79,50.6,70,"3,752,365,607,148",47702,Boomers
Germany,2008,male,5-14 years,11,3978422,0.28,0.917,74.4,79,50.6,70,"3,752,365,607,148",47702,Generation Z
Germany,2008,male,55-74 years,2199,9240436,23.8,0.917,74.4,79,50.6,70,"3,752,365,607,148",47702,Silent
Germany,2008,male,75+ years,1149,2496685,46.02,0.917,74.4,79,50.6,70,"3,752,365,607,148",47702,Silent
Greece,2008,female,15-24 years,0,595248,0,0.857,53.2,43,50.2,40,"354,460,802,549",33168,Millenials
Greece,2008,female,25-34 years,8,809164,0.99,0.857,53.2,43,50.2,40,"354,460,802,549",33168,Generation X
Greece,2008,female,35-54 years,35,1634510,2.14,0.857,53.2,43,50.2,40,"354,460,802,549",33168,Boomers
Greece,2008,female,5-14 years,0,512841,0,0.857,53.2,43,50.2,40,"354,460,802,549",33168,Generation Z
Greece,2008,female,55-74 years,14,1307510,1.07,0.857,53.2,43,50.2,40,"354,460,802,549",33168,Silent
Greece,2008,female,75+ years,8,546431,1.46,0.857,53.2,43,50.2,40,"354,460,802,549",33168,Silent
Greece,2008,male,15-24 years,15,642167,2.34,0.857,53.2,43,50.2,40,"354,460,802,549",33168,Millenials
Greece,2008,male,25-34 years,52,874575,5.95,0.857,53.2,43,50.2,40,"354,460,802,549",33168,Generation X
Greece,2008,male,35-54 years,115,1650138,6.97,0.857,53.2,43,50.2,40,"354,460,802,549",33168,Boomers
Greece,2008,male,5-14 years,0,543879,0,0.857,53.2,43,50.2,40,"354,460,802,549",33168,Generation Z
Greece,2008,male,55-74 years,71,1154680,6.15,0.857,53.2,43,50.2,40,"354,460,802,549",33168,Silent
Greece,2008,male,75+ years,55,415580,13.23,0.857,53.2,43,50.2,40,"354,460,802,549",33168,Silent
Iceland,2008,female,15-24 years,0,22861,0,0.89,73.3,79,61.6,60,"17,658,408,759",59489,Millenials
Iceland,2008,female,25-34 years,2,22818,8.77,0.89,73.3,79,61.6,60,"17,658,408,759",59489,Generation X
Iceland,2008,female,35-54 years,4,42525,9.41,0.89,73.3,79,61.6,60,"17,658,408,759",59489,Boomers
Iceland,2008,female,5-14 years,0,21461,0,0.89,73.3,79,61.6,60,"17,658,408,759",59489,Generation Z
Iceland,2008,female,55-74 years,5,25254,19.8,0.89,73.3,79,61.6,60,"17,658,408,759",59489,Silent
Iceland,2008,female,75+ years,0,10302,0,0.89,73.3,79,61.6,60,"17,658,408,759",59489,Silent
Iceland,2008,male,15-24 years,4,24143,16.57,0.89,73.3,79,61.6,60,"17,658,408,759",59489,Millenials
Iceland,2008,male,25-34 years,5,25691,19.46,0.89,73.3,79,61.6,60,"17,658,408,759",59489,Generation X
Iceland,2008,male,35-54 years,10,46462,21.52,0.89,73.3,79,61.6,60,"17,658,408,759",59489,Boomers
Iceland,2008,male,5-14 years,0,22177,0,0.89,73.3,79,61.6,60,"17,658,408,759",59489,Generation Z
Iceland,2008,male,55-74 years,7,25539,27.41,0.89,73.3,79,61.6,60,"17,658,408,759",59489,Silent
Iceland,2008,male,75+ years,1,7603,13.15,0.89,73.3,79,61.6,60,"17,658,408,759",59489,Silent
Italy,2008,female,15-24 years,36,2969403,1.21,0.868,61.2,43,53,60,"2,390,729,163,615",41935,Millenials
Italy,2008,female,25-34 years,97,3960976,2.45,0.868,61.2,43,53,60,"2,390,729,163,615",41935,Generation X
Italy,2008,female,35-54 years,295,9072205,3.25,0.868,61.2,43,53,60,"2,390,729,163,615",41935,Boomers
Italy,2008,female,5-14 years,3,2708656,0.11,0.868,61.2,43,53,60,"2,390,729,163,615",41935,Generation Z
Italy,2008,female,55-74 years,313,7058147,4.43,0.868,61.2,43,53,60,"2,390,729,163,615",41935,Silent
Italy,2008,female,75+ years,163,3640837,4.48,0.868,61.2,43,53,60,"2,390,729,163,615",41935,Silent
Italy,2008,male,15-24 years,161,3118926,5.16,0.868,61.2,43,53,60,"2,390,729,163,615",41935,Millenials
Italy,2008,male,25-34 years,362,4036299,8.97,0.868,61.2,43,53,60,"2,390,729,163,615",41935,Generation X
Italy,2008,male,35-54 years,986,9030331,10.92,0.868,61.2,43,53,60,"2,390,729,163,615",41935,Boomers
Italy,2008,male,5-14 years,2,2866857,0.07,0.868,61.2,43,53,60,"2,390,729,163,615",41935,Generation Z
Italy,2008,male,55-74 years,917,6381620,14.37,0.868,61.2,43,53,60,"2,390,729,163,615",41935,Silent
Italy,2008,male,75+ years,569,2165568,26.27,0.868,61.2,43,53,60,"2,390,729,163,615",41935,Silent
Japan,2008,female,15-24 years,652,6293000,10.36,0.881,73.1,76,83.9,60,"5,037,908,465,114",41773,Millenials
Japan,2008,female,25-34 years,1203,7933000,15.16,0.881,73.1,76,83.9,60,"5,037,908,465,114",41773,Generation X
Japan,2008,female,35-54 years,2237,16400000,13.64,0.881,73.1,76,83.9,60,"5,037,908,465,114",41773,Boomers
Japan,2008,female,5-14 years,18,5689000,0.32,0.881,73.1,76,83.9,60,"5,037,908,465,114",41773,Generation Z
Japan,2008,female,55-74 years,2885,17395000,16.59,0.881,73.1,76,83.9,60,"5,037,908,465,114",41773,Silent
Japan,2008,female,75+ years,1673,8207000,20.39,0.881,73.1,76,83.9,60,"5,037,908,465,114",41773,Silent
Japan,2008,male,15-24 years,1343,6650000,20.2,0.881,73.1,76,83.9,60,"5,037,908,465,114",41773,Millenials
Japan,2008,male,25-34 years,2651,8234000,32.2,0.881,73.1,76,83.9,60,"5,037,908,465,114",41773,Generation X
Japan,2008,male,35-54 years,7344,16657000,44.09,0.881,73.1,76,83.9,60,"5,037,908,465,114",41773,Boomers
Japan,2008,male,5-14 years,41,5982000,0.69,0.881,73.1,76,83.9,60,"5,037,908,465,114",41773,Generation Z
Japan,2008,male,55-74 years,7894,16197000,48.74,0.881,73.1,76,83.9,60,"5,037,908,465,114",41773,Silent
Japan,2008,male,75+ years,2132,4965000,42.94,0.881,73.1,76,83.9,60,"5,037,908,465,114",41773,Silent
Kazakhstan,2008,female,15-24 years,239,1496633,15.97,0.759,63.6,29,82.7,50,"133,441,612,247",9387,Millenials
Kazakhstan,2008,female,25-34 years,152,1240283,12.26,0.759,63.6,29,82.7,50,"133,441,612,247",9387,Generation X
Kazakhstan,2008,female,35-54 years,217,2165507,10.02,0.759,63.6,29,82.7,50,"133,441,612,247",9387,Boomers
Kazakhstan,2008,female,5-14 years,19,1130043,1.68,0.759,63.6,29,82.7,50,"133,441,612,247",9387,Generation Z
Kazakhstan,2008,female,55-74 years,93,1110519,8.37,0.759,63.6,29,82.7,50,"133,441,612,247",9387,Silent
Kazakhstan,2008,female,75+ years,47,280166,16.78,0.759,63.6,29,82.7,50,"133,441,612,247",9387,Silent
Kazakhstan,2008,male,15-24 years,657,1540282,42.65,0.759,63.6,29,82.7,50,"133,441,612,247",9387,Millenials
Kazakhstan,2008,male,25-34 years,860,1232084,69.8,0.759,63.6,29,82.7,50,"133,441,612,247",9387,Generation X
Kazakhstan,2008,male,35-54 years,1178,1954893,60.26,0.759,63.6,29,82.7,50,"133,441,612,247",9387,Boomers
Kazakhstan,2008,male,5-14 years,66,1182019,5.58,0.759,63.6,29,82.7,50,"133,441,612,247",9387,Generation Z
Kazakhstan,2008,male,55-74 years,383,766809,49.95,0.759,63.6,29,82.7,50,"133,441,612,247",9387,Silent
Kazakhstan,2008,male,75+ years,86,116815,73.62,0.759,63.6,29,82.7,50,"133,441,612,247",9387,Silent
Kyrgyzstan,2008,female,15-24 years,18,554497,3.25,0.631,61.1,22,71.3,50,"5,139,957,785",1096,Millenials
Kyrgyzstan,2008,female,25-34 years,25,411780,6.07,0.631,61.1,22,71.3,50,"5,139,957,785",1096,Generation X
Kyrgyzstan,2008,female,35-54 years,32,618891,5.17,0.631,61.1,22,71.3,50,"5,139,957,785",1096,Boomers
Kyrgyzstan,2008,female,5-14 years,0,504335,0,0.631,61.1,22,71.3,50,"5,139,957,785",1096,Generation Z
Kyrgyzstan,2008,female,55-74 years,12,222318,5.4,0.631,61.1,22,71.3,50,"5,139,957,785",1096,Silent
Kyrgyzstan,2008,female,75+ years,7,70443,9.94,0.631,61.1,22,71.3,50,"5,139,957,785",1096,Silent
Kyrgyzstan,2008,male,15-24 years,89,564626,15.76,0.631,61.1,22,71.3,50,"5,139,957,785",1096,Millenials
Kyrgyzstan,2008,male,25-34 years,92,411703,22.35,0.631,61.1,22,71.3,50,"5,139,957,785",1096,Generation X
Kyrgyzstan,2008,male,35-54 years,132,589771,22.38,0.631,61.1,22,71.3,50,"5,139,957,785",1096,Boomers
Kyrgyzstan,2008,male,5-14 years,19,523285,3.63,0.631,61.1,22,71.3,50,"5,139,957,785",1096,Generation Z
Kyrgyzstan,2008,male,55-74 years,39,179949,21.67,0.631,61.1,22,71.3,50,"5,139,957,785",1096,Silent
Kyrgyzstan,2008,male,75+ years,8,39326,20.34,0.631,61.1,22,71.3,50,"5,139,957,785",1096,Silent
Latvia,2008,female,15-24 years,7,161440,4.34,0.821,68.3,47,64.1,70,"35,596,016,664",17217,Millenials
Latvia,2008,female,25-34 years,8,147186,5.44,0.821,68.3,47,64.1,70,"35,596,016,664",17217,Generation X
Latvia,2008,female,35-54 years,25,318667,7.85,0.821,68.3,47,64.1,70,"35,596,016,664",17217,Boomers
Latvia,2008,female,5-14 years,1,95665,1.05,0.821,68.3,47,64.1,70,"35,596,016,664",17217,Generation Z
Latvia,2008,female,55-74 years,32,282972,11.31,0.821,68.3,47,64.1,70,"35,596,016,664",17217,Silent
Latvia,2008,female,75+ years,27,117905,22.9,0.821,68.3,47,64.1,70,"35,596,016,664",17217,Silent
Latvia,2008,male,15-24 years,39,168486,23.15,0.821,68.3,47,64.1,70,"35,596,016,664",17217,Millenials
Latvia,2008,male,25-34 years,74,151948,48.7,0.821,68.3,47,64.1,70,"35,596,016,664",17217,Generation X
Latvia,2008,male,35-54 years,161,292840,54.98,0.821,68.3,47,64.1,70,"35,596,016,664",17217,Boomers
Latvia,2008,male,5-14 years,1,100371,1,0.821,68.3,47,64.1,70,"35,596,016,664",17217,Generation Z
Latvia,2008,male,55-74 years,118,187587,62.9,0.821,68.3,47,64.1,70,"35,596,016,664",17217,Silent
Latvia,2008,male,75+ years,34,42462,80.07,0.821,68.3,47,64.1,70,"35,596,016,664",17217,Silent
Lithuania,2008,female,15-24 years,17,234198,7.26,0.831,70.9,48,57.7,80,"47,850,551,149",15669,Millenials
Lithuania,2008,female,25-34 years,15,208792,7.18,0.831,70.9,48,57.7,80,"47,850,551,149",15669,Generation X
Lithuania,2008,female,35-54 years,65,483453,13.44,0.831,70.9,48,57.7,80,"47,850,551,149",15669,Boomers
Lithuania,2008,female,5-14 years,0,167804,0,0.831,70.9,48,57.7,80,"47,850,551,149",15669,Generation Z
Lithuania,2008,female,55-74 years,60,384300,15.61,0.831,70.9,48,57.7,80,"47,850,551,149",15669,Silent
Lithuania,2008,female,75+ years,36,168662,21.34,0.831,70.9,48,57.7,80,"47,850,551,149",15669,Silent
Lithuania,2008,male,15-24 years,114,242106,47.09,0.831,70.9,48,57.7,80,"47,850,551,149",15669,Millenials
Lithuania,2008,male,25-34 years,155,207780,74.6,0.831,70.9,48,57.7,80,"47,850,551,149",15669,Generation X
Lithuania,2008,male,35-54 years,401,444829,90.15,0.831,70.9,48,57.7,80,"47,850,551,149",15669,Boomers
Lithuania,2008,male,5-14 years,2,177345,1.13,0.831,70.9,48,57.7,80,"47,850,551,149",15669,Generation Z
Lithuania,2008,male,55-74 years,190,264954,71.71,0.831,70.9,48,57.7,80,"47,850,551,149",15669,Silent
Lithuania,2008,male,75+ years,56,69533,80.54,0.831,70.9,48,57.7,80,"47,850,551,149",15669,Silent
Luxembourg,2008,female,15-24 years,0,28190,0,0.89,74.7,86,47.4,80,"55,849,686,539",121315,Millenials
Luxembourg,2008,female,25-34 years,1,34796,2.87,0.89,74.7,86,47.4,80,"55,849,686,539",121315,Generation X
Luxembourg,2008,female,35-54 years,3,75463,3.98,0.89,74.7,86,47.4,80,"55,849,686,539",121315,Boomers
Luxembourg,2008,female,5-14 years,0,29210,0,0.89,74.7,86,47.4,80,"55,849,686,539",121315,Generation Z
Luxembourg,2008,female,55-74 years,3,44697,6.71,0.89,74.7,86,47.4,80,"55,849,686,539",121315,Silent
Luxembourg,2008,female,75+ years,1,20350,4.91,0.89,74.7,86,47.4,80,"55,849,686,539",121315,Silent
Luxembourg,2008,male,15-24 years,0,29576,0,0.89,74.7,86,47.4,80,"55,849,686,539",121315,Millenials
Luxembourg,2008,male,25-34 years,4,34724,11.52,0.89,74.7,86,47.4,80,"55,849,686,539",121315,Generation X
Luxembourg,2008,male,35-54 years,20,77730,25.73,0.89,74.7,86,47.4,80,"55,849,686,539",121315,Boomers
Luxembourg,2008,male,5-14 years,0,30711,0,0.89,74.7,86,47.4,80,"55,849,686,539",121315,Generation Z
Luxembourg,2008,male,55-74 years,6,43218,13.88,0.89,74.7,86,47.4,80,"55,849,686,539",121315,Silent
Luxembourg,2008,male,75+ years,5,11706,42.71,0.89,74.7,86,47.4,80,"55,849,686,539",121315,Silent
Malta,2008,female,15-24 years,0,27700,0,0.829,66,64,60,70,"8,977,149,553",23007,Millenials
Malta,2008,female,25-34 years,0,28817,0,0.829,66,64,60,70,"8,977,149,553",23007,Generation X
Malta,2008,female,35-54 years,2,54846,3.65,0.829,66,64,60,70,"8,977,149,553",23007,Boomers
Malta,2008,female,5-14 years,0,22214,0,0.829,66,64,60,70,"8,977,149,553",23007,Generation Z
Malta,2008,female,55-74 years,0,47402,0,0.829,66,64,60,70,"8,977,149,553",23007,Silent
Malta,2008,female,75+ years,0,15479,0,0.829,66,64,60,70,"8,977,149,553",23007,Silent
Malta,2008,male,15-24 years,1,29288,3.41,0.829,66,64,60,70,"8,977,149,553",23007,Millenials
Malta,2008,male,25-34 years,1,31016,3.22,0.829,66,64,60,70,"8,977,149,553",23007,Generation X
Malta,2008,male,35-54 years,5,56340,8.87,0.829,66,64,60,70,"8,977,149,553",23007,Boomers
Malta,2008,male,5-14 years,0,23474,0,0.829,66,64,60,70,"8,977,149,553",23007,Generation Z
Malta,2008,male,55-74 years,4,44053,9.08,0.829,66,64,60,70,"8,977,149,553",23007,Silent
Malta,2008,male,75+ years,1,9566,10.45,0.829,66,64,60,70,"8,977,149,553",23007,Silent
Mauritius,2008,female,15-24 years,2,95566,2.09,0.734,72.6,51,72.9,60,"9,990,370,016",8716,Millenials
Mauritius,2008,female,25-34 years,3,104061,2.88,0.734,72.6,51,72.9,60,"9,990,370,016",8716,Generation X
Mauritius,2008,female,35-54 years,3,180104,1.67,0.734,72.6,51,72.9,60,"9,990,370,016",8716,Boomers
